respondent_id,employee_id,team_id,zuversicht_item1,zuversicht_item2,zuversicht_item3,zuversicht_item4,zuversicht_item5,richtung_item1,richtung_item2,richtung_item3,richtung_item4,richtung_item5,energie_item1,energie_item2,energie_item3,energie_item4,energie_item5,authentische_verbundenheit_item1,authentische_verbundenheit_item2,authentische_verbundenheit_item3,authentische_verbundenheit_item4,authentische_verbundenheit_item5,vertrauensvolle_zusammenarbeit_item1,vertrauensvolle_zusammenarbeit_item2,vertrauensvolle_zusammenarbeit_item3,vertrauensvolle_zusammenarbeit_item4,vertrauensvolle_zusammenarbeit_item5,teamspirit_item1,teamspirit_item2,teamspirit_item3,teamspirit_item4,teamspirit_item5,entwicklung_item1,entwicklung_item2,entwicklung_item3,entwicklung_item4,entwicklung_item5,inspiration_item1,inspiration_item2,inspiration_item3,inspiration_item4,inspiration_item5,anerkennung_item1,anerkennung_item2,anerkennung_item3,anerkennung_item4,anerkennung_item5,neugier_item1,neugier_item2,neugier_item3,neugier_item4,neugier_item5,good_fightclub_item1,good_fightclub_item2,good_fightclub_item3,good_fightclub_item4,good_fightclub_item5,grit_item1,grit_item2,grit_item3,grit_item4,grit_item5,ownership_item1,ownership_item2,ownership_item3,ownership_item4,ownership_item5,fokus_item1,fokus_item2,fokus_item3,fokus_item4,fokus_item5,konsequenz_item1,konsequenz_item2,konsequenz_item3,konsequenz_item4,konsequenz_item5
11,employee_0_0_1_2,team_0_0_1,52.40073385382435,57.999827141280036,75.24269534414697,39.35632351099434,29.23606607690765,67.01156620252196,63.14205010641324,44.53851101594412,74.73461862012304,29.45194920648651,85.9690452894186,29.57054973085127,28.5453492529785,43.213039614637296,46.9349117018429,38.530779336369335,20.28201687517118,59.794879683141005,70.56901193721258,30.903500988384486,33.93655127027938,52.582814647748606,53.65124949346888,40.53179869454608,69.34218511397444,55.74607539361994,36.36231920925073,45.89690600485802,41.95204050788303,20.062002840788434,63.0945435255476,60.201399699018125,100.0,33.67348048900934,24.59279031562003,80.98287890122997,43.10483460901148,64.8508624343137,57.12711216820199,62.24446194017736,30.583281679896952,74.43787947529175,48.4698052323023,41.46743256270987,56.12773004219125,64.02683983063173,66.64001707193462,37.33186376521608,21.408505202610108,51.51974027462468,34.226214885529956,54.31766751654446,70.27202243434341,45.774187333384646,18.64383227852429,7.692429974870159,68.52456419301721,27.72993660263287,23.287464314125977,52.14401088659825,52.00788574930141,63.826852015203634,65.2009391719544,40.22140357632602,80.77151543377093,86.94559751236048,46.84783716279149,28.911326697035015,53.3428227450848,43.17080115513004,64.59357316052956,25.084377096167742,48.34827898555282,79.77754456241684,65.79785866481696
12,employee_0_0_1_3,team_0_0_1,52.21029900869911,66.20320987741049,64.83584815751388,47.977901572381285,29.00592588450775,58.653363367148025,51.707887905485215,13.903778259597761,74.45367466963978,32.65518101122863,70.81091351459105,32.54910587039569,30.42877617387275,57.47814735719997,61.85667024689004,21.771774674848213,29.074629153004707,60.470343897847165,85.79649602805513,58.741353337277474,52.53025678941245,63.458095784924794,66.2039759392469,53.156853701938694,85.49076941385931,90.8155281260167,76.58022986575392,52.570580855000614,49.38838338572081,37.436041715738426,64.42827425495065,51.265490436523095,70.63346174603862,41.79731797666632,30.336348408551697,44.84269174099882,32.4757944990873,68.53536985183369,46.84538524531584,37.43173920562217,30.830623689344563,80.20385116447953,23.74526107598339,46.09751273844053,51.09854127039653,74.46093237620387,30.218890510619246,47.197453547618245,33.58159363917389,67.4195825098242,52.39520464686238,74.70746444444362,68.63496920898248,51.558808845088684,23.00731245026213,69.21949972874502,54.93956484865453,46.52349535385542,47.818493584974924,61.48740886178939,20.982603713568388,62.91862831626373,81.67218577089507,55.75828614587159,83.19917578548035,80.76066025024728,72.85829868291805,36.278692054153154,75.74403991731451,40.23087705392024,37.046016746881705,31.578507803205113,60.652181439499444,80.95559602294229,62.45865943854735
13,employee_0_0_1_4,team_0_0_1,38.27994341058589,50.89497578129727,68.52679301986367,39.42611798379549,34.901974348309324,42.04773270941404,41.06116831687028,41.26856277058365,74.24849320668736,19.811349483451107,58.886353924165036,19.411468946343028,31.360171618397075,45.56055358417611,80.22061296965605,26.364177936840765,35.829002427914574,63.09142165612246,80.2203363299048,59.417583275334444,23.460710411836814,54.77930833197883,70.49483521828908,44.177964872146504,87.98917334237278,77.04634224780247,74.90407957581122,41.33400098564914,53.387166234449154,37.84362079227416,60.26295564393406,62.41639734547562,77.44003341025994,37.3048534073882,28.778746176647928,88.55465165399072,39.81005941202567,53.01483754525504,47.376346879662734,36.51975973806572,34.593335572172954,67.70369716255482,35.738890446061596,45.04781553708261,49.778435931151165,60.258150997833575,35.42322605675801,47.40989952667431,36.376532814242516,34.69806072595164,61.68033180852389,70.24493096066708,74.83751304194739,51.68799799281048,22.523232354340692,63.60707933008927,82.22455722009872,48.53919507307526,40.5503120703799,59.93462260195994,50.46595184983124,39.90887262670679,72.22707471618533,46.89254107761502,79.01881840538206,83.13618744485208,58.98624343855309,18.794927318554844,75.70974687103802,53.59040715727717,41.98202838508463,32.42174358163991,56.25546160679735,37.14921948201549,67.58985699187564
14,employee_0_0_1_5,team_0_0_1,52.44721217040647,58.59137874770026,73.52825045340083,52.67896496718589,39.329444115213796,56.57074145598889,60.44337810696154,30.986224405507492,78.0525812243243,28.063974334867535,82.84039778093495,42.33804125411973,37.70397463027965,55.63570641591237,60.25020823606646,44.477541173717114,22.785250805550184,52.26009039161762,76.32353570428843,61.86202622059665,45.28494525483961,64.30244494886729,63.706906206510325,37.62119484895806,73.87302424523807,79.51369333644176,82.44072696989485,41.141360223492356,49.391638802816956,28.701918511555682,72.08376245438694,57.334453909835034,78.38996624341253,50.21954306160605,19.789920352628627,55.82173708862028,29.902711327332792,60.519276947717955,58.323304295063124,62.64462681658094,41.21310654149809,78.68469615496593,40.721940711589276,51.929305862463856,66.56104620654565,67.51290036936221,40.54472287956712,70.01433692038937,44.423031331093696,32.26389850470336,35.43757818521411,76.58393823119783,77.45914297624385,64.9053693805999,32.39835817413497,35.03864277935165,63.66464302541985,50.33733930942528,31.172654185245616,57.3820713714905,19.97159439800686,50.753225619245804,72.46263483359802,54.06037755368956,83.22497987654191,84.92731113342352,58.483354338284464,7.259719170432284,78.45969446369799,43.979696982666546,24.290663534754714,41.179250792839,64.52502494122825,75.67092663163946,69.53129294788906
15,employee_0_0_1_6,team_0_0_1,50.45177286622641,66.54853332463749,88.72321423768615,36.55600917330347,23.819962304944863,57.67970993922626,65.3336741603453,31.31194636994394,83.19431568820418,29.33405377308574,79.77143180882081,40.031652550429776,24.274924438669267,58.93594475943995,60.374371407702526,47.86991174903669,27.627051096363903,67.78614007748509,78.68962050963825,60.42332454063519,43.08360139923756,56.36925378034324,76.74681426968152,55.083209568492215,78.82997523582306,64.7499095493907,66.26211504121478,47.13488348930199,56.3820348192349,33.82296787417209,64.00527353941989,58.61348828198549,94.18824276495181,48.86893726091289,32.387338711765445,60.849345162492924,25.257178892323825,61.484848368071845,46.5566876966942,56.69965657250452,28.23610711823888,78.61191160651569,31.85726882443314,41.68430715559144,39.198286088950304,71.02442185975407,55.530259421697615,84.7353179917995,52.31478489453639,17.245946107584867,62.30923627515429,62.87314329791009,100.0,56.4969564521788,35.00253369561733,60.89702565864531,88.22793578872745,34.81977889603644,30.88343563941099,69.57100834889202,0.0,65.14942332929178,78.9008054496304,52.31126961671535,81.06544482292968,92.39549384917387,57.17514012360043,26.62229884814335,60.52513864612051,45.436891803887825,48.84595101124064,35.51631047308458,59.12511829229632,91.25565420956531,67.03458037279191
16,employee_0_0_1_7,team_0_0_1,51.595071750544385,65.180040875657,74.2125367233478,44.06528833175707,39.40730758293739,67.79677490916406,65.36672284240359,49.99005720743994,68.92815027686456,45.01961504507874,65.89980567436629,21.9388289291552,25.267777376906793,66.89234136315588,64.30236573380041,58.13333221436919,33.5149830144563,45.55451171641346,69.84320794877866,31.23649989474841,41.80983210859689,32.25561861558586,66.55996674112149,38.40851252804863,77.73259139549616,84.61504080311045,82.82742965079483,45.25723073754645,68.2373175925812,34.78315180367363,63.203083430495795,47.009904521673135,83.49828517894088,39.98336876311169,28.249618568846763,66.25548064626135,16.614896877675044,56.368378995658695,35.835730665307906,50.18212855233767,28.24778552383544,72.73643317559447,0.0,39.58599505816077,36.3836228889474,69.04988333583914,11.474442624381997,69.04639355076424,39.602005871274294,40.53386149326845,21.07051297603646,66.57934728748023,63.09819243557094,62.62832638942852,15.471891073354016,34.13179027204435,70.11630782910292,45.97212459864461,26.793797636204257,55.36096635957509,20.051422379893822,42.66613471625422,70.2233472579234,31.211201673691377,38.465571517259576,87.80024739628561,42.9770990763832,27.16855487338406,67.63985286313718,35.669437571848796,28.961146023777403,12.039756934745407,50.862497919008185,78.4343030355525,53.63446976619769
17,employee_0_0_2_0,team_0_0_2,60.87514358816969,68.05016752162855,88.17742642050159,40.08954116257051,49.04160021299129,71.35330407846925,80.65093277883828,37.520343621432296,79.54658613886095,46.087017500076946,66.4817162689364,34.065388038551475,36.32835700158343,56.74516002756731,52.20122545895856,30.00427401740925,26.700726023949105,68.51454910232509,77.1639239022851,44.12746043542568,22.481532412730548,16.40128238403156,75.15902884668388,39.977744218240865,59.30505401424439,50.29286969387061,82.32313012809594,47.49616838749449,31.826096381968398,27.316629302840422,61.65642066363799,46.24759186549636,60.97474455940974,38.04154116311938,32.07915939745999,94.71072038961339,16.357004567834167,66.53251469553797,49.783947578524064,41.62979214901426,26.139885569543324,69.56279437331807,30.49526630548713,50.45288547680332,57.03603705460808,66.79212429971038,28.66208580244359,47.09622018373706,39.2264065892999,16.37036644703981,56.57375926232408,65.71890392675101,59.992685108008175,55.25350752589269,23.576502730851118,47.198203584821464,62.17302445234246,50.9612796207916,23.950540745837255,57.01600839495347,19.80099091674904,60.20948435959983,80.82528215759233,44.40521632716314,72.30853592547663,46.110685088114494,46.49188258503907,30.943263334815107,58.84160164570486,42.558435706771476,61.2209375887433,21.541164272423742,55.14168273170565,68.62257444068379,77.13227262575764
18,employee_0_0_2_1,team_0_0_2,67.70591099258678,76.1436661051008,78.88216218373084,64.74592876019402,47.26330003838176,80.23982848952173,73.75392667722811,64.07566203161525,77.38770098329688,58.29768734241308,85.45324361773118,44.1420137837201,26.434432638567177,65.6089546164928,77.11190798362361,18.185927477816826,18.789106709699357,40.18329015854133,40.97773218096509,47.53920990637247,20.966124778259317,50.066072474763935,52.19813400556934,32.400598085571204,63.31649301410948,50.50997521745976,60.43985726398935,39.176710904185015,32.95061387353594,18.166995864499324,62.00505758911822,55.258798728859574,49.39617662955737,45.97818357078436,33.09261504594125,56.581313005503574,29.309419250819662,58.507491059772164,44.46860517564595,31.725525181509372,15.56425372721134,73.495208091825,35.27834913688671,39.86024380232817,52.197569393815776,64.72463438245961,34.38365813980795,33.58264658303723,35.56098107799407,52.75095293892001,58.02568551606398,79.34062383711999,86.96882051460568,61.217562321020885,31.515201746042454,54.02994682005438,57.828405060117106,48.2208106608114,42.28766686612923,74.29687918203047,16.905857398030392,56.26798829320117,64.29225272374464,30.353682623855203,42.54095621549101,62.54855314251142,43.16515350486854,31.560001415519444,56.456528265552826,28.807018347901906,4.598456575532772,33.34105981353681,48.728500155138335,80.55072051364816,68.09297977400989
19,employee_0_0_2_2,team_0_0_2,39.48459832675482,58.338221137689956,57.06385808739321,35.38615522000977,24.74540681640717,59.60350253607561,48.01501597339061,23.706325646625636,59.22394407422199,26.455292147309674,66.0481238513471,18.15791601464445,28.93176844142112,39.58886788398862,46.469184898016024,33.229030464552345,26.631870274244463,55.75397937303339,71.42210063249222,46.34400471503183,24.135610551760486,52.47903485850509,78.57808616143318,40.96348029688132,69.4297813302487,48.10313893857885,77.2904578347727,31.923233352718125,36.352951015985624,22.723978965567866,49.2807849730026,37.119726627349095,70.27051947927752,32.31054661378808,21.294729405867418,54.49545680716005,13.52179911784183,46.40162354500601,45.53177249579871,38.778566998065806,18.10828413111558,56.79815430618724,14.030833176400007,25.877259908648476,44.70537318864466,61.46319416924708,23.607227914832624,66.07231996745612,28.12111920835493,41.0483451248024,46.064915991153846,58.656163441642974,57.46016373238958,53.24705048673199,24.958053438835016,28.72742572655563,81.54830664837242,28.57653867626155,23.64003305627906,47.89556336128458,14.462525302548173,46.838650336004974,65.58697417615782,32.88986866168798,59.02165300636651,39.720453460806695,42.73004389749277,19.826948120279297,50.94706394886195,24.00334727392133,22.96202088750962,23.834045875572006,39.31495276106275,68.83400807909203,66.05526780990479
20,employee_0_0_2_3,team_0_0_2,60.45881702101535,65.03687906376025,83.43039944900715,52.028390272061266,35.51695410729174,69.5902751612625,71.7993121864197,45.3688760105211,75.72984349888675,32.34970684288479,74.40021257946694,55.07235379959629,36.66956216635954,67.59819456570354,61.35721528095949,47.51309105740346,26.030873869911595,55.07972624499141,87.03191653340738,30.27099239107058,33.622084363335915,40.734225175871146,69.31334660645472,41.2588031381206,83.38533914025082,64.68879162219906,51.33399154849364,41.88141646810034,56.481664934783204,24.238124345682262,52.87556958044169,56.145199905979034,100.0,30.811450915274996,39.78449152196196,71.0181434828497,25.01470322308841,60.788002172660484,47.26949718729228,61.21811478660446,33.78218053520303,61.9773497727345,24.377725663220147,43.41338254413624,66.15815738401614,73.50123809717834,33.44261773130774,52.7402181385534,43.32806447483532,54.24306819300168,52.696238158735724,68.74135321242245,61.97155034286711,60.41381050598932,42.29664069741349,34.82539763412362,74.89043193699803,34.74986892350981,33.32529177641591,54.99079637280321,5.9056026952014555,44.98138613811866,66.98954962179346,45.13635670154497,77.93032863046756,36.788629428166736,57.870249779132365,39.527090931818506,63.61705080542528,43.816675982047514,47.08564758525155,46.19076847105891,65.4481011481129,63.50485138441903,86.74775746258267
